count,board
250,rn1qkbnr/pp3ppp/4p3/2ppPb2/3P1P2/5N2/PPP3PP/RNBQKB1R w
250,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PP2/PPP3PP/RNBQKBNR b
250,rnbqkb1r/pp3ppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR b
250,rnbqkbnr/ppp2ppp/8/1B1p4/8/8/PPPP1PPP/RNBQK1NR b
250,rnbqk1nr/ppppppbp/6p1/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR b
250,rn1qkb1r/3ppppp/b4n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR b
250,rnbqkb1r/ppp1pp1p/3p1np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R w
250,rnbqkbnr/pppp1ppp/8/8/4p3/5NP1/PPPPPP1P/RNBQKB1R w
250,rnbqkbnr/ppp2ppp/3pp3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R b
250,r1bqkbnr/pp1p1ppp/8/2p1Q3/4P3/8/PPP2PPP/RNB1KB1R b
250,rnbqkbnr/pp3ppp/4p3/2ppP3/8/3P4/PPP2PPP/RNBQKBNR w
250,r1bqk1nr/pp1pppbp/2n3p1/8/2BNP3/8/PPP2PPP/RNBQK2R w
250,rnbqk1nr/ppp2ppp/4p3/3p4/2PP4/2b2N2/PP2PPPP/R1BQKB1R w
250,rnbqkbnr/pp1ppp1p/2p3p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b
249,r1bqkb1r/pppnpppp/3p1n2/8/2PPP3/2N5/PP3PPP/R1BQKBNR b
249,rn1qkbnr/ppp1pppp/8/5bN1/4p3/2N5/PPPP1PPP/R1BQKB1R b
249,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/3P4/PPP2PPP/RNBQKBNR w
249,rnbqkb1r/ppp2ppp/5n2/3Pp3/8/2N2N2/PPPP1PPP/R1BQKB1R b
249,rnbqkbnr/ppp2ppp/3p4/8/3QP3/2N5/PPP2PPP/R1B1KBNR b
249,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR w
249,rnbqk1nr/pp2ppbp/2pp2p1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R w
249,rn1qkbnr/pp2pppp/2p5/3p4/4P3/2N2b1P/PPPP1PP1/R1BQKB1R w
249,rnbqkb1r/ppp1pppp/5n2/4N3/8/8/PPPP1PPP/RNBQKB1R b
249,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/5N2/PP3PPP/RNBQKB1R w
249,rnbqk1nr/pppp1pbp/4p1p1/8/2B1P3/2P2Q2/PP1P1PPP/RNB1K1NR b
249,rnbqkb1r/ppp2ppp/3ppn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b
249,r1bqkbnr/ppp1pppp/2n5/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R b
249,rn1qkbnr/ppp1pppp/8/3p1b2/3P4/6P1/PPP1PP1P/RNBQKBNR w
249,rnbqkbnr/1pp1pppp/p7/8/P1pP4/2N5/1P2PPPP/R1BQKBNR b
249,rnbqkbnr/p1pppppp/8/1p6/2P5/8/PP1PPPPP/RNBQKBNR w
249,rnbqkbnr/ppp2ppp/3p4/4p3/2PP4/4P3/PP3PPP/RNBQKBNR b
249,rnbqkb1r/pppppppp/8/8/2B1n3/8/PPPP1PPP/RNBQK1NR w
249,r1bk1bnr/ppp2ppp/2n5/1B2p3/4P3/5N2/PPP2PPP/RNB1K2R b
249,r1bqkbnr/ppp2ppp/2n1p3/8/2BP4/4PN2/PP3PPP/RNBQK2R b
249,rnbqkb1r/ppp2ppp/3p1n2/8/3PPp2/2N2N2/PPP3PP/R1BQKB1R b
249,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/P1N5/1PPP1PPP/R1BQK1NR w
249,rnbqkb1r/ppp1pppp/5n2/3p4/8/1P4P1/PBPPPP1P/RN1QKBNR b
248,rnbqkbnr/1p1p1ppp/p3p3/8/2BNP3/8/PPP2PPP/RNBQK2R b
248,r1bqkbnr/ppp2ppp/2n1p3/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR w
248,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R w
248,rnbqk1nr/ppp2ppp/3p4/2b1p3/2B1P3/5N1P/PPPP1PP1/RNBQK2R b
248,r2qkbnr/ppp1pppp/2n5/3p1b2/3P1P2/4P3/PPP3PP/RNBQKBNR w
248,rnbqkb1r/pp1p1ppp/4pn2/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w
248,r1bqk2r/pppp1ppp/2n5/8/1bBPn3/2N2N2/PP3PPP/R1BQ1RK1 b
248,rn1qk1nr/pbppppbp/1p4p1/4P3/3P4/5N2/PPP2PPP/RNBQKB1R w
248,rnbqkb1r/pp2pppp/3p1n2/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w
248,rnb1kbnr/ppp1qppp/8/4p3/4P3/5N2/PPP2PPP/RNBQKB1R w
248,r1b1kbnr/pp3ppp/1qn1p3/3pP3/3p4/2PB1N2/PP3PPP/RNBQK2R w
248,rnb1kbnr/ppp2ppp/4p3/3q4/3P4/2N5/PP2PPPP/R1BQKBNR b
248,rnbqkb1r/ppp1pp1p/3p1np1/8/2B1P3/3P4/PPP2PPP/RNBQK1NR w
248,rnbqkb1r/pp3ppp/4pn2/3p4/3P4/3B1N2/PPP2PPP/RNBQK2R w
248,r1bqkbnr/pp2pppp/2n5/2pp4/3P4/5NP1/PPP1PPBP/RNBQK2R b
248,r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N1P/PPP2PP1/RNBQK2R w
248,rnbqkbnr/ppp2ppp/8/3pp3/8/4PQ2/PPPP1PPP/RNB1KBNR w
248,rnbqkb1r/ppp1pppp/5n2/3P4/8/3P4/PPP2PPP/RNBQKBNR b
248,rnbqkbnr/pp2pppp/2p5/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R b
248,r1bqkbnr/ppp2ppp/2np4/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b
248,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/6P1/PPPP1P1P/RNBQKBNR w
248,rnb1kbnr/p1p1pppp/1p2q3/8/8/2N5/PPPPBPPP/R1BQK1NR w
248,rn1qkbnr/pp2pppp/8/3p4/3P2b1/2N2N2/PPP2PPP/R1BQKB1R b
248,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w
248,r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2N2N1P/PPPP1PP1/R1BQ1RK1 b
248,rnbqk1nr/ppppppbp/6p1/8/5P2/4PN2/PPPP2PP/RNBQKB1R b
248,rn1qkbnr/ppp2ppp/2b1p3/8/3PN3/5N2/PPP2PPP/R1BQKB1R w
248,rnbqkbnr/ppp2pp1/7p/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w
248,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/6P1/PP2PP1P/RNBQKBNR b
248,rnbqkb1r/pppp1ppp/5n2/8/2PP4/8/PP3PPP/RNBQKBNR b
248,rnbqkb1r/ppp1pppp/8/3n4/3P4/2N5/PP2PPPP/R1BQKBNR b
248,r1bqk1nr/1ppp1ppp/p1n5/2b1p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b
248,rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w
247,r1bqkb1r/ppp1pppp/1nn5/4P3/2PP4/8/PP4PP/RNBQKBNR w
247,rn1qkb1r/pp2pppp/2p2n2/3p4/3P2b1/5NP1/PPP1PPBP/RNBQK2R w
247,r1bqk2r/pp1p1ppp/2n2n2/4p3/1b2P3/2N2N2/PPP2PPP/R1BQKB1R w
247,r1b1kb1r/ppppqppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R w
247,rnb1kbnr/pp2pppp/2p5/q7/8/2NP4/PPPB1PPP/R2QKBNR b
247,r1bqkbnr/pp2pppp/2np4/2p5/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b
247,rnbqk1nr/pppp1ppp/8/2b1p3/2P5/6P1/PP1PPP1P/RNBQKBNR w
247,rnbqk2r/ppp1bppp/5n2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R w
247,rnbqkb1r/ppppp1pp/5n2/5P2/3P4/8/PPP2PPP/RNBQKBNR b
247,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/5NP1/PPPP1P1P/RNBQKB1R w
247,rnbqkbnr/ppp2ppp/8/3pp3/2P5/4P3/PP1P1PPP/RNBQKBNR w
247,r1bqk2r/pppp1pp1/2n2n1p/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQ1RK1 w
247,rnbqkbnr/pp3ppp/2p1p3/3pP3/2PP4/8/PP3PPP/RNBQKBNR b
247,rnbqkbnr/ppp2ppp/8/1P1pp3/8/8/P1PPPPPP/RNBQKBNR w
246,rnbqkbnr/1pp1pppp/p7/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b
246,r1bqkbnr/ppp2ppp/2n5/3pp3/8/3P2P1/PPP1PPBP/RNBQK1NR w
246,r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/3P1N1P/PPP2PP1/RNBQK2R w
246,rnbqkbnr/ppp2ppp/8/3p4/4p3/5NP1/PPPPPPBP/RNBQK2R w
246,r1bqk1nr/pppp1ppp/2n5/8/1b2P3/2N2N2/PP3PPP/R1BQKB1R w
246,rnbqkb1r/ppp2ppp/3p1n2/8/2B1Pp2/5N2/PPPP2PP/RNBQK2R w
246,rnbq1rk1/pp2bppp/2p1pn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 b
246,rnbqk2r/pp2bpp1/2p1pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w
246,rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/8/PBPPPPPP/RN1QKBNR w
246,rnbqkb1r/ppp1pppp/5P2/8/8/2p5/PPPP1PPP/R1BQKBNR w
246,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2P1BN2/PP3PPP/RN1QKB1R b
246,rnbqkbnr/ppppp2p/6p1/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR b
246,rnbqkbnr/pppp1p1p/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R b
246,r1bqkb1r/pp3ppp/2n2n2/2pp4/3P4/2N1PN2/PP3PPP/R1BQKB1R w
246,rn1qkbnr/pbpppp1p/1p4p1/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w
246,rnbqkbnr/pppp1ppp/8/8/2Pp4/5N2/PP2PPPP/RNBQKB1R b
246,rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b
246,rnbqkb1r/ppp2ppp/5p2/3p4/3P4/4P3/PPP2PPP/RN1QKBNR b
246,rnbqkb1r/ppp1pppp/5P2/8/3p4/2N5/PPPP1PPP/R1BQKBNR b
246,rnbqkbnr/pp3ppp/3p4/2pPp3/2P1P3/2N5/PP3PPP/R1BQKBNR b
246,r1bqkb1r/pppp1ppp/2n2n2/8/Q3P3/8/PPP2PPP/RNB1KBNR w
246,rnbqkbnr/ppp2ppp/3pp3/8/8/5NP1/PPPPPPBP/RNBQK2R b
246,rnbqkbnr/ppp1pppp/8/3p4/3P3P/8/PPP1PPP1/RNBQKBNR b
246,r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPP1PPP/RNBQ1RK1 w
246,r1bqkb1r/ppp2ppp/2np1n2/4P3/4P3/2N2N2/PPP2PPP/R1BQKB1R b
246,rnbqkbnr/pp3ppp/8/2pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R b
246,r1bqk1nr/ppp2ppp/2np4/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w
246,r1bqkbnr/pp1ppppp/8/2pPn3/4P3/8/PPP2PPP/RNBQKBNR w
245,rnbqk1nr/ppp2ppp/4p3/8/1bpP4/2N1P3/PP3PPP/R1BQKBNR w
245,rnbqkbnr/pppp1p1p/4p1p1/4P3/3P4/8/PPP2PPP/RNBQKBNR b
245,rn1qkbnr/ppp1pppp/8/3p1b2/3P4/5NP1/PPP1PP1P/RNBQKB1R b
245,rnbqk1nr/ppp2ppp/4p3/8/1bBP4/2N1P3/PP3PPP/R1BQK1NR b
245,rnbqkb1r/ppp1pppp/3p1n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w
245,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3PB3/PPP2PPP/RN1QKBNR b
245,rnbqkbnr/ppp2ppp/3p4/8/2B1P3/2N5/PP3PPP/R1BQK1NR b
245,rnbqkbnr/ppp2ppp/4p3/3P4/8/5Q2/PPPP1PPP/RNB1KBNR b
245,r1bqkb1r/pppp1ppp/2n5/8/2Bpn3/5N2/PPP2PPP/RNBQ1RK1 w
245,rnbqk1nr/pppp1ppp/8/2b5/2B1Pp2/5N2/PPPP2PP/RNBQK2R b
245,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b
245,rnbqk1nr/pp1p1ppp/4p3/2b5/8/4P3/PPP2PPP/RNBQKBNR w
245,rnbqkb1r/ppp1pppp/5n2/3pP3/8/3P4/PPP2PPP/RNBQKBNR b
245,r1bqk1nr/pppp1ppp/2nb4/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b
245,rnbqkbnr/1ppppppp/p7/8/4P3/2N5/PPPP1PPP/R1BQKBNR b
245,r1bqk2r/ppp1bppp/2np1n2/4p3/2B1P3/2NP1N1P/PPP2PP1/R1BQK2R b
245,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP1B2/8/PP2PPPP/RN1QKBNR w
245,rnbqkbnr/1p1ppppp/p7/1Bp5/4P3/8/PPPP1PPP/RNBQK1NR w
245,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/P7/1PPP1PPP/RNBQKBNR w
245,rnbqkb1r/pppp1pp1/5n1p/4N3/2B1P3/8/PPPP1PPP/RNBQK2R b
245,rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/P7/1PP1PPPP/RN1QKBNR b
245,rnbqk1nr/ppppppbp/6p1/8/8/4PN2/PPPP1PPP/RNBQKB1R w
245,rnbqk1nr/pppp1pbp/4p1p1/8/2PP4/4PN2/PP3PPP/RNBQKB1R b
245,rnb1kbnr/pp2pppp/8/3q4/8/2N5/PP1P1PPP/R1BQKBNR b
245,rnbqk2r/ppp1ppbp/3p1np1/8/2PP1B2/2N5/PP2PPPP/R2QKBNR w
245,rnbqkb1r/ppp2ppp/4pn2/3p4/1P6/P7/1BPPPPPP/RN1QKBNR w
244,rnbqkbnr/pppp1p1p/4p1p1/8/2PPP3/8/PP3PPP/RNBQKBNR b
244,rnbqkbnr/ppp2ppp/8/3pp3/4P3/3P1P2/PPP3PP/RNBQKBNR b
244,rnb1kbnr/pp2pppp/2p5/3q4/8/5N2/PPPP1PPP/RNBQKB1R w
244,rnbqkb1r/ppp1pp1p/5np1/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R b
244,r1bqkbnr/pp2pppp/2np4/2p5/2B1P3/3P4/PPP2PPP/RNBQK1NR w
244,r1bqkbnr/pp1p1ppp/2n1p3/8/2PQ4/2N5/PP2PPPP/R1B1KBNR w
244,rnbqkb1r/pppppp1p/5np1/8/5P2/5N2/PPPPP1PP/RNBQKB1R w
244,r1bqkbnr/pp3ppp/2n1p3/2PpP3/8/5N2/PPP2PPP/RNBQKB1R b
244,rnbqk2r/ppp2ppp/3bpn2/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b
244,r1bqkbnr/pp3ppp/2n1p3/2pp4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b
244,r1bqkb1r/p2p1ppp/2p2n2/4p3/2B1P3/8/PPP2PPP/RNBQK2R w
244,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPPNPPPP/R1BQKB1R b
244,rn1qkbnr/ppp2ppp/3p4/4p3/2B1P3/2N2b2/PPPP1PPP/R1BQK2R w
244,rnbqkbnr/pp3ppp/3pp3/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w
244,rnbqk1nr/ppp1bppp/3p4/8/2B1Pp2/5N2/PPPP2PP/RNBQ1RK1 b
244,rnbqkb1r/ppp1nppp/3pp3/8/3PP3/5N2/PPP2PPP/RNBQKB1R w
244,rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N2N2/PPP2PPP/R2QKB1R b
244,rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PPP2PPP/R1BQKBNR b
244,rnbqkbnr/pp1p1ppp/2p1p3/8/2PP4/4P3/PP3PPP/RNBQKBNR b
244,rnbqkbnr/pp1p1ppp/4p3/2p5/8/1P6/PBPPPPPP/RN1QKBNR w
244,r1bqkb1r/pp1p1ppp/2n1pn2/8/2BNP3/8/PPP2PPP/RNBQK2R w
244,rnbqkbnr/pp1p1ppp/4p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b
244,rnbqkbnr/3p1ppp/p3p3/1pp5/4P3/P1N5/BPPP1PPP/R1BQK1NR b
244,r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b
244,r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/2NP1N1P/PPP2PP1/R1BQK2R b
244,rnbqk2r/ppppppbp/5np1/8/3P1B2/2N5/PPP1PPPP/R2QKBNR w
244,rnbqkbnr/ppp2ppp/8/4p3/4pP2/5N2/PPPP2PP/RNBQKB1R w
244,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR w
244,rnbqkb1r/pp1p1ppp/2p1pn2/8/2PPP3/2N5/PP3PPP/R1BQKBNR b
243,r2qkb1r/pppb1ppp/2np1n2/1B6/3NP3/2N5/PPP2PPP/R1BQ1RK1 b
243,r1bqk1nr/pppp1ppp/2n5/8/1bB1P3/2p2N2/PP3PPP/RNBQK2R w
243,rnbqkb1r/pppp1ppp/4pn2/8/4PP2/8/PPPP2PP/RNBQKBNR w
243,rnbqk1nr/ppppppbp/6p1/4P3/5P2/8/PPPP2PP/RNBQKBNR b
243,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R b
243,r1bqk2r/pp2ppbp/2np1np1/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w
243,rnbq1rk1/ppp1ppbp/6p1/3n4/3P4/2N1PN2/PP3PPP/R1BQKB1R w
243,rnbqk2r/ppp1ppbp/3p1np1/6B1/2PPP3/2N5/PP3PPP/R2QKBNR b
243,rn1qkbnr/ppp2ppp/3p4/4p3/2B1P3/2N2Q2/PPPP1PPP/R1B1K2R b
243,rnbqk2r/ppp1bppp/3p1n2/8/3NP3/3B4/PPP2PPP/RNBQK2R w
243,r1bqk2r/ppp1bppp/2n1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b
243,r1bqkbnr/pp1p1ppp/2n5/4p3/2B1P3/2N2N2/PP3PPP/R1BQK2R b
243,rnbqkb1r/pp2pppp/3p1n2/8/3pP3/2P2N2/PP3PPP/RNBQKB1R w
243,rnbqkbnr/ppppp1pp/8/5p2/8/5NP1/PPPPPP1P/RNBQKB1R b
243,rn1qkbnr/pbp1pppp/1p1p4/8/3PP3/3B4/PPP2PPP/RNBQK1NR w
243,r1bqkb1r/ppp2ppp/2n5/1B1pP3/3Nn3/8/PPP2PPP/RNBQK2R b
243,rnbqk1nr/pp1p1pbp/2p1p1p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w
243,rnbqkbnr/ppp1pppp/8/8/8/5N2/PPPPBPPP/RNBQK2R b
243,rnbqkbnr/pp1ppppp/8/8/3Q4/2N5/PPP1PPPP/R1B1KBNR b
243,rn1qkb1r/ppp2ppp/4pn2/3p1b2/2PP4/4PN2/PP3PPP/RNBQKB1R w
242,rnbqkbnr/ppp2ppp/4p3/3p4/8/3P1N2/PPPNPPPP/R1BQKB1R b
242,rnbqkb1r/pp3ppp/4pn2/3p4/3P4/2N1PN2/PP3PPP/R1BQKB1R b
242,rn1qkb1r/pp3ppp/2p1pn2/3p1bB1/2PP4/2N2N2/PP2PPPP/R2QKB1R w
242,r2qkbnr/pppb1ppp/2Np4/1B6/4P3/8/PPP2PPP/RNBQK2R b
242,rnbqkbnr/ppp1p2p/5p2/3p2p1/3P4/6B1/PPP1PPPP/RN1QKBNR b
242,r1bqkbnr/pp1ppppp/2n5/2p5/2B1PP2/8/PPPP2PP/RNBQK1NR b
242,rnbqkbnr/ppp2ppp/4p3/3P4/2P5/8/PP1P1PPP/RNBQKBNR b
242,r1bq1bnr/pp1ppkpp/2n5/2p4Q/4P3/8/PPPP1PPP/RNB1K1NR b
242,rnbqkb1r/ppp1pppp/5n2/3p4/4P3/2NP4/PPP2PPP/R1BQKBNR b
242,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/5NP1/PPP1PP1P/RNBQKB1R w
242,rnb1kbnr/pp2pppp/2p5/q7/2B5/2N5/PPPP1PPP/R1BQK1NR w
242,rnbqkb1r/pp1ppp1p/5np1/8/3QP3/5N2/PPP2PPP/RNB1KB1R w
242,r1bqkbnr/ppp1pppp/2n5/8/Q1pP4/8/PP2PPPP/RNB1KBNR w
242,r1b1kb1r/ppp1pppp/2n5/3q4/3P4/8/PPP2PPP/R1BQKBNR w
242,rnbqkbnr/pp3ppp/2p1p3/3pP3/3P4/2P5/PP3PPP/RNBQKBNR b
242,r1bqkb1r/ppp2ppp/2np1n2/4p3/4PP2/2N2N2/PPPP2PP/R1BQKB1R w
242,r1bqkbnr/ppp2ppp/2n5/3pp3/2PP4/4P3/PP3PPP/RNBQKBNR w
242,rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2P5/PP3PPP/RNBQKBNR w
242,rnbqk2r/ppppppbp/5np1/8/8/4P1P1/PPPP1PBP/RNBQK1NR w
242,rnbqkbnr/pppp1ppp/4p3/8/8/P7/1PPPPPPP/RNBQKBNR w
242,r1bqkbnr/pp2pppp/2n5/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w
242,rnb1kbnr/ppppqp1p/6p1/4Q3/4P3/8/PPPP1PPP/RNB1KBNR w
242,r1bqkbnr/pp2pppp/2np4/8/3pPP2/5N2/PPP3PP/RNBQKB1R w
242,rnbqkbnr/ppp2ppp/8/1B1p4/8/5N2/PPPP1PPP/RNBQK2R b
241,rnbqkbnr/ppp1pppp/8/8/4p3/3B4/PPPP1PPP/RNBQK1NR w
241,rnbqk2r/ppp1bppp/3p1n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 b
241,rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/5P2/PPP3PP/RNBQKBNR w
241,r1bqkb1r/pppp1ppp/2n2n2/3Q4/4P3/8/PPP2PPP/RNB1KBNR w
241,r1bqkbnr/pppp2pp/2n5/4p3/4P3/5N2/PPP2PPP/RNBQKB1R w
241,r1bqkb1r/ppp1pppp/2n2n2/8/2pP4/2N1P3/PP3PPP/R1BQKBNR w
241,rnbqkbnr/pp1p1ppp/8/2pPp3/4P3/8/PPP2PPP/RNBQKBNR w
241,rnbqkbnr/ppp1pppp/8/3p4/8/3P4/PPPNPPPP/R1BQKBNR b
241,rnbqkbnr/pp2pppp/8/2p5/2pP4/5N2/PP2PPPP/RNBQKB1R w
241,r1bqkbnr/pp1ppp1p/2n3p1/8/4P3/8/PPP2PPP/RNBQKBNR w
241,rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R b
241,rnbq1rk1/ppp1ppbp/3p1np1/8/3P4/4PN2/PPP1BPPP/RNBQ1RK1 w
241,rnbqkbnr/ppp1pppp/8/8/8/2N3P1/PP1PPP1P/R1BQKBNR b
241,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/5N1P/PPP2PP1/RNBQKB1R b
241,rnbqkbnr/pp3ppp/3p4/2p1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b
241,r1bqkbnr/pppp1ppp/2n5/4p2Q/2B5/4P3/PPPP1PPP/RNB1K1NR b
241,rnbqkbnr/ppp2ppp/4p3/3p4/4P3/6P1/PPPP1PBP/RNBQK1NR b
241,rn1qkbnr/pp3ppp/2p1p3/3pPb2/3P2P1/2N5/PPP2P1P/R1BQKBNR b
241,rnbqkbnr/pppp2pp/5p2/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR w
240,rnbqkbnr/1pp1pppp/p7/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b
240,rnbqk2r/ppppbppp/4pn2/8/2PPP3/2N5/PP3PPP/R1BQKBNR b
240,r1bq1rk1/2p1bppp/p1n5/1p1np3/8/1BP2N2/PP1P1PPP/RNBQR1K1 w
240,r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR b
240,r1bqkbnr/pppp1ppp/8/4p3/2BnP3/5N2/PPPP1PPP/RNBQK2R b
240,r1bqkbnr/pp1ppp1p/2n3p1/8/2BNP3/8/PPP2PPP/RNBQK2R b
240,rnbqkbnr/1p1p1ppp/p3p3/2p5/2B1P3/P7/1PPP1PPP/RNBQK1NR w
240,rnbqk1nr/ppp2ppp/3b4/4N3/3Pp3/8/PPP2PPP/RNBQKB1R w
240,rn1qkbnr/pbpppppp/1p6/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b
240,rnbqkbnr/p1pp1ppp/1p2p3/8/2PP4/4P3/PP3PPP/RNBQKBNR b
240,rnb1kb1r/ppp1pppp/8/3q4/8/5Q2/PPPP1PPP/R1B1KBNR b
240,rn1qkbnr/pp2pppp/2p5/3p1b2/3P4/5NP1/PPP1PPBP/RNBQK2R b
240,rnbqkb1r/pppppp1p/5np1/8/2PP4/6P1/PP2PP1P/RNBQKBNR b
240,rnbqkb1r/ppp2ppp/3p1n2/8/3PPp2/5N2/PPP3PP/RNBQKB1R w
240,r1bqkbnr/pp2pppp/2np4/2p5/8/5NP1/PPPPPPBP/RNBQK2R w
240,r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b
240,rnbq1rk1/ppp2ppp/3b1n2/3p4/3P4/5N2/PPP1BPPP/RNBQ1RK1 w
240,r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1N1P/PPP2PP1/R1BQ1RK1 b
240,r1bqk2r/pp1pppbp/2n2np1/8/2PNP3/2N1B3/PP3PPP/R2QKB1R b
240,r1bq1rk1/pppn1pbp/3p1np1/4p3/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w
240,rnbqkb1r/pp2pppp/2p2n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R w
240,rnbqkbnr/p1pppppp/1p6/8/3P4/2P5/PP2PPPP/RNBQKBNR b
239,rnbqkbnr/ppp1pppp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b
239,rn1qkbnr/pbpp1ppp/1p2p3/4P3/8/5N2/PPPP1PPP/RNBQKB1R w
239,rn1qkbnr/pbpppppp/1p6/4P3/8/5N2/PPPP1PPP/RNBQKB1R b
239,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/5P2/PPP3PP/RNBQKBNR w
239,rnbqkbnr/pp3ppp/4p3/3p4/3P4/4P3/PP3PPP/RNBQKBNR w
